subjectCode,courseNumber,distDesg,courseTitle
PLSC,195,['YCSO'],"Corruption, Governance, and Reform in the Twenty-first Century"
PLSC,374,['YCSO'],The Economic Analysis of Conflict
PLSC,267,['YCSO'],Money in Politics
PLSC,359,[],Economics and Politics of Development
PLSC,222,['YCSO'],"Athletes, Activism, Public Policy, and the Media"
PLSC,221,['YCSO'],American Extremism in Comparative Perspective
PLSC,337,"['YCHU', 'YCSO']",Democracy and Truth
PLSC,146,['YCSO'],Global Environmental Governance
PLSC,379,['YCSO'],Party Politics and the Media in Russia
PLSC,407,['YCSO'],Illiberal Democracy and the Media in Turkey and Beyond
PLSC,376,['YCSO'],Extreme and Radical Right Movements
PLSC,307,"['YCHU', 'YCWR']",Trials of Uncertainty
PORT,120,['YCL2'],Elementary Portuguese II
PORT,140,['YCL4'],Intermediate Portuguese II
PORT,150,['YCL5'],Advanced Practice in Portuguese
PORT,355,"['YCHU', 'YCL5']",Brazilian Modernist Poetry
PORT,385,"['YCHU', 'YCWR']",Brazilian Novel of the 21st Century
PORT,471,[],Directed Reading or Directed Research
PORT,491,[],The Senior Essay
PORT,354,"['YCHU', 'YCL5']",History of Portuguese Literature Major Works & Authors
PSYC,127,"['YCSO', 'YCWR', 'YPYS']",Theory and Practice of Early Childhood Education
PSYC,128,"['YCSO', 'YCWR', 'YPYS']","Language, Literacy, and Play"
PSYC,350,"['YCSO', 'YPYN']",Autism and Related Disorders
PSYC,318,"['YCSO', 'YPYN']",General Phonetics
PSYC,331,['YCSO'],Neurolinguistics
PSYC,422,['YCHU'],The Cognitive Science of Morality
PSYC,110,['YCSO'],Introduction to Psychology
PSYC,140,"['YCSO', 'YPYC', 'YPYS']",Developmental Psychology
PSYC,150,"['YCSO', 'YPYC', 'YPYS']",Social Psychology
PSYC,165,['YCSO'],Personality Psychology
PSYC,180,"['YCSO', 'YPYC', 'YPYS']",Abnormal Psychology
PSYC,200,['YCQR'],Statistics
PSYC,230,['YCSC'],Research Methods in Human Neuroscience
PSYC,235,"['YCSO', 'YCWR']","Research Methods, Writing Intensive"
PSYC,258,"['YCQR', 'YCSC']",Computational Methods in Human Neuroscience
PSYC,270,"['YCSC', 'YPYN', 'YPYR']",Research Methods in Behavioral Neuroscience
PSYC,303,['YCSC'],Social Neuroscience
PSYC,330,"['YCSO', 'YPYS']",Psychology and the Law
PSYC,335,['YCSC'],Cognitive Neuroscience
PSYC,404,['YCSO'],Topics in Cognition and Emotion
PSYC,416,['YCSO'],The Psychology of Group Life
PSYC,417,['YCSO'],Etiology and Treatment of Addictions
PSYC,425,['YCSO'],Social Perception
PSYC,437,['YCSO'],"Minds, Brains, and Machines"
PSYC,229L,['YCSC'],Laboratory in Human Neuroscience
PSYC,308,['YCSO'],Intergroup Relations: The Psychology of Social Inequality
PSYC,352,['YCSC'],Arrested or Adaptive Development in the Adolescent Brain
PSYC,493,[],Directed Research
PSYC,495,[],Research Topics
PSYC,499,[],Senior Essay
PSYC,248,"['YCSC', 'YPYN']",Hormones and Behavior
PSYC,248L,['YCSC'],Hormones and Behavior Lab
PNJB,120,['YCL2'],Elementary Punjabi II
PNJB,140,['YCL4'],Intermediate Punjabi II
RLST,368,"['YCHU', 'YCWR']",The History of the Earth from Noah to Darwin
RLST,283,['YCHU'],"Reformation Europe, 1450–1650"
RLST,149,['YCHU'],Introduction to Modern Jewish History
RLST,147,['YCHU'],Introduction to Judaism in the Ancient World
RLST,100,['YCHU'],Introduction to World Religions
RLST,150,['YCHU'],The New Testament in History and Culture
RLST,303,"['YCHU', 'YCWR']",The End of Metaphysics
RLST,375,"['YCHU', 'YCSO']",Hindu Nationalism
RLST,422,['YCL3'],Egyptian Monastic Literature in Coptic
RLST,490,[],Religion and Society
RLST,012,['YCHU'],Divine Law in Historical Perspective
RLST,342,"['YCHU', 'YCSO']",Spiritual But Not Religious
RLST,238,['YCHU'],"Judeo-Spanish Culture, Language, and Literature"
RLST,491,[],The Senior Essay
RLST,492,[],The Senior Essay
RLST,454,['YCHU'],Theory and Method in Islamic Studies
RLST,347,['YCHU'],Sexual Minorities from Plato to the Enlightenment
RLST,344,['YCHU'],Death and the Afterlife in Chinese Cultures
RLST,357,['YCHU'],Buddhism and Sexuality
RLST,183,['YCHU'],The Bhagavad Gita
RLST,323,"['YCHU', 'YCWR']","Authors, Editors, and Scribes: The Making of the Hebrew Bible"
RLST,135,['YCHU'],Zen Buddhism
RLST,214,['YCHU'],Introduction to Modern Jewish Thought
RLST,124,['YCHU'],Vocabularies of Islam
RLST,489,[],Individual Tutorial
RLST,168,['YCHU'],Modern Catholic Religious Thought
RLST,165,['YCHU'],Introduction to the Quran
RLST,133,['YCHU'],Indian Philosophy: Beginnings and Foundations
RLST,426,[],Readings in Religion and Ethnography
RLST,251,['YCHU'],Magic and Ritual in Ancient Egypt
ROMN,120,['YCL2'],Elementary Romanian II
ROMN,140,['YCL4'],Intermediate Romanian II
RSEE,300,['YCHU'],Milan Kundera: The Czech Novelist and French Thinker
RSEE,246,"['YCHU', 'YCWR']",Love and Death in the Russian Short Story
RSEE,222,"['YCHU', 'YCWR']",Russia and the Eurasian Steppe
RSEE,491,[],The Senior Essay
RSEE,385,['YCSO'],Contentious Politics and Political Mobilization in Post-Soviet Russia
RSEE,336,['YCSO'],Gender and Politics After Socialism
RSEE,379,['YCSO'],Party Politics and the Media in Russia
RSEE,380,"['YCHU', 'YCWR']",Putin's Russia and Protest Culture
RUSS,120,['YCL2'],First-Year Russian II
RUSS,142,"['YCL3', 'YCL4']",Russian for Bilingual Students II
RUSS,145,"['YCL3', 'YCL4']",Intensive Intermediate Russian
RUSS,151,['YCL5'],Third-Year Russian II
RUSS,161,['YCL5'],Fourth-Year Russian II
RUSS,184,['YCL5'],Advanced Russian Conversation through Contemporary Media
RUSS,246,"['YCHU', 'YCWR']",Love and Death in the Russian Short Story
RUSS,380,"['YCHU', 'YCWR']",Putin's Russia and Protest Culture
RUSS,481,[],Directed Reading in Russian Literature
RUSS,490,[],The Senior Essay
RUSS,308,['YCHU'],Russian Opera
RUSS,140,['YCL4'],Second-Year Russian II
SKRT,120,['YCL2'],Introductory Sanskrit II
SKRT,140,['YCL4'],Intermediate Sanskrit II
SKRT,150,['YCL5'],Advanced Sanskrit: Readings in Indian Philosophy and Aesthetics
SCIE,031,['YCSC'],Current Topics in Science
SNHL,120,['YCL2'],Elementary Sinhala II
SNHL,140,['YCL4'],Intermediate Sinhala II
SLAV,485,[],Directed Reading or Individual Research in Slavic Languages and Literatures
SOCY,396,['YCSO'],"Cities, Suburbs, and School Choice"
SOCY,170,"['YCSO', 'YXWR']",Contesting Injustice
SOCY,223,['YCSO'],The Politics of Ethnic and National Identity
SOCY,147,['YCSO'],Introduction to Social Policy Analysis
SOCY,152,"['YCSO', 'YCWR']",Topics in Contemporary Social Theory
SOCY,228,['YCSO'],Norms and Deviance
SOCY,330,"['YCHU', 'YCSO']",Civil Sphere and Democracy
SOCY,341,[],Poverty and Social Welfare Policy in the United States
SOCY,352,"['YCHU', 'YCSO']",Material Culture and Iconic Consciousness
SOCY,390,"['YCSO', 'YCWR']",Politics of Reproduction
SOCY,472,[],Individual Study
SOCY,492,[],Senior Essay and Colloquium for Nonintensive Majors
SOCY,494,[],Senior Essay and Colloquium for Intensive Majors
SOCY,373,['YCSO'],Ethnography of Policing and Race
SOCY,359,"['YCHU', 'YCWR']",Politics of Culture in Iran
SOCY,167,['YCSO'],Social Networks and Society
SOCY,160,['YCSO'],Methods of Inquiry
SOCY,331,['YCHU'],Sexual Minorities from Plato to the Enlightenment
SOCY,306,[],Universal Health Care: Could it Work Here?
SOCY,238,['YCSO'],Wrongful Convictions in Law and Politics
SOCY,309,['YCSO'],"Digital China: Using Computational Methods to Illuminate Society, Politics, Culture, and History"
SOCY,348,['YCSO'],"Race, Gender, and Surveillance"
SOCY,209,['YCSO'],The Sociological Imagination
SOCY,226,['YCSO'],American Nationalism and the Muslim 'Other'
SOCY,320,"['YCHU', 'YCSO']",World War I and the Making of the Modern Middle East
SOCY,349,['YCSO'],Contentious Politics and Political Mobilization in Post-Soviet Russia
SOCY,307,['YCSO'],Extreme and Radical Right Movements
SAST,476,['YCSO'],The Economics of India
SAST,224,['YCHU'],India and Pakistan since 1947
SAST,440,['YCSO'],"Gandhi, King, and the Politics of Nonviolence"
SAST,281,['YCSO'],Economics of Developing Countries: Focus on South Asia
SAST,334,"['YCHU', 'YCWR']",Mobile South Asians and the Global Legal Order
SAST,366,['YCHU'],The Bhagavad Gita
SAST,344,['YCSO'],Political Economy of Gender in South Asia
SAST,258,['YCHU'],Indian Philosophy: Beginnings and Foundations
SAST,374,['YCHU'],Sacred Space in South Asia
SAST,461,[],"Gender, Development and Technology"
SAST,322,"['YCHU', 'YCSO']",India in the Age of Revolutions (ca. 1707-1857)
SAST,492,[],Senior Essay
SAST,486,[],Directed Study
SPAN,267,"['YCHU', 'YCL5']",Studies in Latin American Literature II
SPAN,324,"['YCHU', 'YCL5']",Lorca: Poetry and Plays
SPAN,392,['YCHU'],"Literature of the Americas, North and South"
SPAN,479,[],Directed Readings and/or Individual Research
SPAN,491,[],The Senior Essay
SPAN,282,['YCHU'],"Judeo-Spanish Culture, Language, and Literature"
SPAN,110,['YCL1'],Elementary Spanish I
SPAN,120,['YCL2'],Elementary Spanish II
SPAN,130,['YCL3'],Intermediate Spanish I
SPAN,140,['YCL4'],Intermediate Spanish II
SPAN,142,['YCL4'],Spanish for Heritage Speakers II
SPAN,145,"['YCL3', 'YCL4']",Intensive Intermediate Spanish
SPAN,150,['YCL5'],Advanced Oral and Written Communication in Spanish
SPAN,223,['YCL5'],Spanish in Film: An Introduction to the New Latin American Cinema
SPAN,225,['YCL5'],Spanish for the Medical Professions
SPAN,243,['YCL5'],Advanced Spanish Grammar
SPAN,100,[],Spanish for Reading
SPEC,492,[],The Senior Project
S&DS,160,['YCQR'],The Structure of Networks
S&DS,100,['YCQR'],Introductory Statistics
S&DS,220,['YCQR'],"Introductory Statistics, Intensive"
S&DS,230,['YCQR'],Data Exploration and Analysis
S&DS,242,"['YCQR', 'YMAS']",Theory of Statistics
S&DS,351,"['YCQR', 'YMAS']",Stochastic Processes
S&DS,361,['YCQR'],Data Analysis
S&DS,363,['YCQR'],Multivariate Statistics for Social Sciences
S&DS,364,['YCQR'],Information Theory
S&DS,365,['YCQR'],Applied Data Mining and Machine Learning
S&DS,400,['YCQR'],Advanced Probability
S&DS,425,['YCQR'],Statistical Case Studies
S&DS,480,[],Individual Studies
S&DS,492,[],Senior Project
S&DS,123,['YCQR'],YData: An Introduction to Data Science
S&DS,170,"['YCQR', 'YCSC']",YData: ExoStatistics: Exploring Extrasolar Planets with Data Science
S&DS,171,['YCQR'],YData: Text Data Science: An Introduction
S&DS,172,['YCQR'],YData: Data Science for Political Campaigns
S&DS,150,['YCSO'],Data Science Ethics
S&DS,138,['YCSO'],Foreign Assistance to Sub-Saharan Africa: Archival Data Analysis
STCY,176,['YCSO'],Introduction to the Study of the City
THST,228,"['YCHU', 'YCWR']",Writing about the Performing Arts
THST,327,[],Advanced Playwriting Workshop
THST,226,[],Musical Theater Performance II
THST,099,"['YCHU', 'YCWR']",Dance on Film
THST,111,['YCHU'],Survey of Theater and Drama
THST,211,['YCHU'],Intermediate Acting
THST,230,[],Advanced Acting and Scene Study
THST,235,['YCHU'],Dance Theater
THST,301,['YCHU'],The Director and the Text II
THST,322,[],Advanced Playwriting
THST,335,['YCHU'],West African Dance: Traditional to Contemporary
THST,340,['YCHU'],Ballet Now
THST,380,"['YCHU', 'YCWR']",The History of Dance
THST,388,['YCHU'],Revenge Tragedy and Moral Ambiguity
THST,405,[],Physical Comedy and Clown Technique
THST,412,[],Libretto Writing for Musical Theater
THST,491,[],Senior Project in Theater Studies
THST,370,['YCHU'],Polish Theater and Its Traditions
THST,333,['YCHU'],Stephen Sondheim and the American Musical Theater Tradition
THST,420,['YCHU'],Samuel Delany and His Worlds
THST,212,['YCHU'],"Community Engaged Theater: US Companies, Productions, and Practices"
THST,334,[],Advanced Study for Acting and Directing for Solo Performance
THST,095,[],The Process of New Play Development in American Theater
THST,209,"['YCHU', 'YCWR']",Shakespeare In London Today
THST,318,['YCHU'],"Analyzing, Directing, and Performing Early Opera"
THST,472,[],Directed Independent Study
THST,279,"['YCHU', 'YCWR']",Medieval Drama
THST,207,"['YCHU', 'YCWR']",Introduction to Dramaturgy
THST,332,['YCHU'],Production Seminar: Electr(onic)a
THST,428,[],Projection Design and Technology
THST,336,['YCHU'],"Theater, Stage, Emotions"
THST,313,[],Special Projects in Theater Studies
THST,317,['YCHU'],Tragedy and Drama of Reconciliation
THST,237,[],Introduction to Scenic Design
TBTN,120,['YCL2'],Elementary Classical Tibetan II
TBTN,140,['YCL4'],Intermediate Classical Tibetan II
TKSH,120,['YCL2'],Elementary Modern Turkish II
TKSH,140,['YCL4'],Intermediate Turkish II
TKSH,151,['YCL5'],Advanced Turkish II
UKRN,120,['YCL2'],Elementary Ukrainian II
UKRN,140,['YCL4'],Intermediate Ukrainian II
VIET,120,['YCL2'],Elementary Vietnamese II
VIET,142,['YCL4'],Accelerated Vietnamese II
VIET,220,['YCHU'],"Introduction to Vietnamese Culture, Values, and Literature"
VIET,471,[],Independent Tutorial
WLOF,120,['YCL2'],Elementary Wolof II
WLOF,140,['YCL4'],Intermediate Wolof Language II
WGSS,410,"['YCHU', 'YCSO', 'YCWR']",Interdisciplinary Approaches to African American Studies
WGSS,025,['YCHU'],The American Essay Tradition
WGSS,306,[],Gender and Transgender
WGSS,459,['YCSO'],Masculinity and Men’s Health
WGSS,222,['YCSO'],Introduction to Critical Refugee Studies
WGSS,245,"['YCHU', 'YCWR']",Family in Greek Literature and Film
WGSS,293,['YCHU'],"The Olympic Games, Ancient and Modern"
WGSS,427,"['YCHU', 'YCWR']",Witchcraft in Colonial America
WGSS,390,"['YCSO', 'YCWR']",Politics of Reproduction
WGSS,210,[],Feminism and Judaism
WGSS,032,"['YCHU', 'YCWR']",History of Sexuality
WGSS,206,['YCWR'],Transnational Approaches to Gender & Sexuality
WGSS,260,[],"Food, Identity and Desire"
WGSS,304,['YCSO'],"Men, Manhood, and Masculinity"
WGSS,352,"['YCHU', 'YCWR', 'YENJ']",Feminist and Queer Literary Methods
WGSS,378,['YCSO'],Sex and Global Politics
WGSS,387,[],"Gender, Sexuality, and Islam"
WGSS,471,[],Independent Directed Study
WGSS,490,[],The Senior Colloquium
WGSS,491,[],The Senior Essay
WGSS,430,['YCSO'],Gender and Citizenship in the Middle East
WGSS,462,['YCHU'],"Visual Kinship, Families, and Photography"
WGSS,355,[],"Gender, Development and Technology"
WGSS,146,['YCHU'],Women and the Supernatural in Medieval Literature
WGSS,415,['YCHU'],Samuel Delany and His Worlds
WGSS,251,"['YCHU', 'YCWR']",Experiments in the Novel: The Eighteenth Century
WGSS,340,"['YCHU', 'YCWR']",Feminist and Queer Theory
WGSS,480,"['YCHU', 'YCSO']",Race & Caste
WGSS,291,['YCHU'],Sexual Minorities from Plato to the Enlightenment
WGSS,359,['YCHU'],Buddhism and Sexuality
WGSS,400,['YCSO'],Youth Cultures in the Americas
WGSS,393,['YCSO'],Ethnographic Writing and Its Discontents
WGSS,457,"['YCHU', 'YCWR']","Reproductive Health, Gender & Power in the U.S."
WGSS,431,['YCSO'],Intersectionality and Women’s Health
WGSS,399,"['YCHU', 'YCWR', 'YENW']",Writing Trauma
WGSS,397,['YCSO'],Political Economy of Gender in South Asia
WGSS,367,['YCHU'],Indigenous Feminisms
WGSS,445,['YCSO'],"Race, Gender, and Surveillance"
WGSS,416,"['YCHU', 'YCL5']",Social Mobility and Migration
WGSS,237,['YCHU'],Contemporary Black American Women Poets Experiments in the Lyric
WGSS,317,['YCHU'],Women in the Middle Ages
WGSS,332,['YCHU'],"James Baldwin 1964-1987: Transnationalism, Exile & Intimacy"
YORU,120,['YCL2'],Beginning Yorùbá II
YORU,140,['YCL4'],Intermediate Yorùbá II
YORU,160,['YCL5'],Advanced Yorùbá II
YORU,171,"['YCHU', 'YCL5']",Topics in Yorùbá Literature and Culture
YORU,172,"['YCHU', 'YCL5']",Topics in Yorùbá Literature and Culture II
ZULU,120,['YCL2'],Beginning isiZulu II
ZULU,140,['YCL4'],Intermediate isiZulu II
ZULU,160,['YCL5'],Advanced isiZulu II
AFAM,S305,"['YCHU', 'YCWR']",African American Autobiography
AFAM,S334,['YCHU'],Television and Crime
AFAM,S160,['YCHU'],"The Rise and Fall of Atlantic Slavery, 1500 to 1888"
AFST,S184,['YCHU'],"The Rise and Fall of Atlantic Slavery, 1500 to 1888"
AFST,S325,['YCSO'],Society and Politics of North Africa
AFST,S350,"['SUAB', 'YCSO']",Visual Approaches to Global Health
AMST,S251,['YCSO'],Race and Gender in Asian American Popular Culture
AMST,S252,['YCHU'],"Race, Sports, and Social Change"
AMST,S313,['YCHU'],American History in National Museums
AMST,S317,['YCHU'],Race and Comedy in the United States
AMST,S435,['YCSO'],Inequality in America
AMST,S483,['YCHU'],"Film, Video, and American History"
AMST,S311,['YCHU'],"Race, Gender, Migration, and the American Film Musical"
AMST,S160,['YCHU'],"The Rise and Fall of Atlantic Slavery, 1500 to 1888"
ANTH,S366,['YCSO'],Inequality in America
ANTH,S132,"['YCSC', 'YCSO']","The Science of Sex, Reproduction, and Love"
ANTH,S242,"['YCSC', 'YCSO']",Human Evolutionary Biology and Life History
ANTH,S462,['YCSO'],Ethnographic Perspectives on ﻿Global Health
ANTH,S464,"['YCSC', 'YCSO']",Human Osteology
ANTH,S110,['YCSO'],Introduction to Cultural Anthropology
ANTH,S324,"['YCSO', 'YCWR']","Race, Inequality, and Urban Education and Housing Policy"
APHY,S100,['YCSC'],Science of Modern Technology and Public Policy
APHY,S120,"['YCQR', 'YCSC']","Energy, Technology and Society"
APHY,S151,['YCQR'],Multivariable Calculus for Engineers
APHY,S194,['YCQR'],Ordinary and Partial Differential Equations with Applications
ARBC,S110,['YCL1'],Elementary Modern Standard Arabic I
ARBC,S120,['YCL2'],Elementary Modern Standard Arabic II
ARBC,S137E,['YCL3'],Levantine Arabic
ARBC,S130,['YCL3'],Intermediate Modern Standard Arabic I
ARBC,S140,['YCL4'],Intermediate Modern Standard Arabic II
ARBC,S150,['YCL5'],Advanced Modern Standard Arabic I
ARBC,S151,['YCL5'],Advanced Modern Standard Arabic II
ARCG,S464,"['YCSC', 'YCSO']",Human Osteology
ART,S144,['YCHU'],Cinematic Storytelling in Prague
ART,S111,['YCHU'],Visual Thinking
ART,S138,['YCHU'],Introduction to Digital Photography
ART,S130,['YCHU'],Painting Basics
ART,S167,['YCHU'],Introduction to Interactive Design: WWW
ART,S131,['YCHU'],Introduction to Graphic Design: Typography for Print and Video
ART,N301,[],Crit Stud: Reading Color
ART,N420,[],Advanced Image Making
ART,348,['YCHU'],"Body, Space, and Time"
ART,N348,[],"Body, Space, and Time"
ART,N495,[],Senior Project Semi
ASTR,S110,"['YCQR', 'YCSC']",Planets and Stars
ASTR,S120,"['YCQR', 'YCSC']",Galaxies and the Universe
ASTR,S135E,['YCSC'],Archaeoastronomy
BIOL,S105,['YCSC'],"Biochemistry, Biophysics, and Cell Biology"
BIOL,S106,['YCSC'],"Genes, Ecology, and Evolutionary Biology"
BRST,190,['YCHU'],Contemporary British Theatre
BRST,158,['YCHU'],The British Country House: Collecting and Display
BRST,200,['YCHU'],"History of British Gardens, Landscape Parks, and Country House Architecture, 1500 to 1750"
BRST,159,['YCHU'],Taking on the World: Twentieth-Century British Visual Culture
CENG,S150,"['YCQR', 'YCSC']",Engineering Improv: An Introduction to Engineering Analysis
CENG,S300,"['YCQR', 'YCSC']",Chemical Engineering Thermodynamics
CHEM,S101,['YCSC'],Chemistry in Context
CHEM,S134,['YCSC'],General Chemistry Laboratory I
CHEM,S136,['YCSC'],General Chemistry Laboratory II
CHEM,S161,"['YCQR', 'YCSC']",General Chemistry I
CHEM,S165,"['YCQR', 'YCSC']",General Chemistry II
CHEM,S220,"['SUCR', 'YCSC']",Organic Chemistry
CHEM,S221,"['SUCR', 'YCSC']",Organic Chemistry
CHEM,S222,['YCSC'],Lab for Organic Chemistry
CHEM,S223,['YCSC'],Lab for Organic Chemistry
CHLD,S350E,"['SUCR', 'YCSO']",Autism and Related Disorders
CLCV,S115,['YCHU'],Classical Mythologies
CLCV,S319,['YCHU'],The Olympic Games: Ancient to Modern
CGSC,S139E,"['SUCR', 'YCSO']",Mental Lives of Babies and Animals
CGSC,S152E,"['SUCR', 'YCHU']",Moralities of Everyday Life
CGSC,S165,['YCHU'],The Philosophy and Cognitive Science of Consciousness
LITR,S164,['YCHU'],Classical Mythologies
LITR,S303,['YCHU'],Psychological Disciplines and the Arts
LITR,S311,['YCHU'],The Logic of Dreams
LITR,S247,['YCHU'],Belle Époque France
LITR,S176,"['SUAB', 'YCHU']",Age of Cathedrals
CPSC,S100,['YCQR'],Introduction to Computing and Programming
CPSC,S115,['YCQR'],Introduction to Full-Stack Web Development
CZEC,S243,['YCHU'],In Kafka's Spirit: Prague Film and Fiction
EALL,S360,"['SUAB', 'YCHU']",Humanities of Tokyo
EALL,S260,['YCHU'],Japanese Anime and Manga: Magic and Machines
EAST,S210,['YCHU'],Eastern Philosophy
E&EB,S464,"['YCSC', 'YCSO']",Human Osteology
ECON,S117,"['YCQR', 'YCSO']",Introduction to Data Analysis and Econometrics
ECON,S159,"['SUCR', 'YCQR', 'YCSO']",Game Theory
ECON,S255,['YCSO'],Introduction to Corporate Finance
ECON,S328,"['SUCR', 'YCSO']",Topics in International Economics
ECON,S115E,"['YCQR', 'YCSO']",Introduction to Microeconomics
ECON,S115E,"['SUCR', 'YCQR', 'YCSO']",Introduction to Microeconomics
ECON,S116E,['YCSO'],Introduction to Macroeconomics
ECON,S116E,"['SUCR', 'YCSO']",Introduction to Macroeconomics
ECON,S276,[],Private Law and Contract Enforcement in the United States and France
ECON,S281E,"['SUCR', 'YCSO']",Causes and Consequences of Corruption
EDST,S255,"['YCSO', 'YCWR']","Race, Inequality, and Urban Education and Housing Policy"
EENG,S101,['YCQR'],The Digital Information Age
ENAS,S100,['YCSC'],Science of Modern Technology and Public Policy
ENAS,S120,"['YCQR', 'YCSC']","Energy, Technology and Society"
ENAS,S130,['YCQR'],Introduction to Computing for Engineers & Scientists
ENAS,S151,['YCQR'],Multivariable Calculus for Engineers
ENAS,S194,['YCQR'],Ordinary and Partial Differential Equations with Applications
ENAS,S101,"['YCQR', 'YCSC']","Energy, Engines, and the Environment"
ENGL,S127,"['YCHU', 'YCWR']",Readings in American Literature
ENGL,S134,['YCHU'],Reading Fiction for Craft
ENGL,S200,"['YCHU', 'YCWR']",Shakespeare: Comedies and Romances
ENGL,S256,['YCHU'],Writing about Family
ENGL,S315,['YCHU'],Modernism
ENGL,S456,['YCWR'],Investigative Journalism
ENGL,S114,['YCWR'],Writing Seminars I
ENGL,S120E,"['SUCR', 'YCWR']",Reading and Writing the Modern Essay
ENGL,S220E,"['YCHU', 'YCWR']",Milton
ENGL,S247,"['SUAB', 'YCHU', 'YCWR']",Travel Writing
ENGL,S305,"['YCHU', 'YCWR']",African American Autobiography
EVST,S121,"['YCQR', 'YCSC']","Energy, Technology and Society"
EVST,S314,['YCSO'],Future of Food: Global Food Challenges
ER&M,S302,['YCHU'],"Race, Sports, and Social Change"
ER&M,S322,['YCHU'],American History in National Museums
ER&M,S317,['YCHU'],Race and Comedy in the United States
ER&M,S200,"['YCHU', 'YCSO']","Introduction to Ethnicity, Race, and Migration"
ER&M,S311,['YCHU'],"Race, Gender, Migration, and the American Film Musical"
FILM,S188,['YCHU'],Sports and Media
FILM,S208,['YCHU'],Money and Media: The Business of Hollywood
FILM,S247,['YCHU'],"Film, Video, and American History"
FILM,S311,['YCHU'],Hollywood Musical
FILM,S350,['YCHU'],Screenwriting
FILM,S435,['YCHU'],Television and Crime
FILM,S208E,['YCHU'],Money and Media: the Business of Hollywood
FILM,S144,['YCHU'],Cinematic Storytelling in Prague
FILM,S143,['YCHU'],In Kafka's Spirit: Prague Film and Fiction
FILM,S340,"['SUAB', 'YCSO']",Visual Approaches to Global Health
FILM,S205,['YCHU'],Japanese Anime and Manga: Magic and Machines
FREN,S999E,[],French for Reading
FREN,S130,['YCL3'],Intermediate and Advanced French I
FREN,S140,['YCL4'],Intermediate and Advanced French II
FREN,S160,['YCL5'],Advanced Culture and Conversation
FREN,S369,['YCHU'],Belle Époque France
FREN,S305,['YCHU'],Age of Cathedrals
GMAN,S469,['YCHU'],Psychological Disciplines and the Arts
GMAN,S190,['YCHU'],The Logic of Dreams
GMAN,S999E,[],German for Reading
GMAN,S130,['YCL3'],Intermediate German I
GMAN,S140,['YCL4'],Intermediate German II
GLBL,S287,['YCSO'],The Balance of Power: Theory and Practice
GLBL,S343E,"['SUCR', 'YCSO']",Disinformation and Democracy
GLBL,S361,"['SUAB', 'YCSO']",Society and Politics of North Africa
HLTH,S350,"['SUAB', 'YCSO']",Visual Approaches to Global Health
HIST,S125,['YCHU'],American History in National Museums
HIST,S187,['YCHU'],"Film, Video, and American History"
HIST,S184,['YCHU'],"The Rise and Fall of Atlantic Slavery, 1500 to 1888"
HIST,S245,['YCHU'],From Crusade to Enlightnement: Medieval & Early Modern Europe
HIST,S344,['YCHU'],The Making of the Modern Middle East
HIST,S242,['YCHU'],The Olympic Games: Ancient to Modern
HIST,S236,['YCSO'],Society and Politics of North Africa
HIST,S299,['YCHU'],History of Southeastern Europe
HSAR,S469,['YCHU'],Psychological Disciplines and the Arts
HSAR,S114,['YCHU'],Introduction to the History of Art: Prehistory to Renaissance
HSAR,S220,['YCHU'],Rome in the Modern Imagination
HSAR,S458,['YCHU'],Ten Works of Western Art
HUMS,S213,['YCHU'],Classical Mythologies
HUMS,S221,['YCHU'],The Logic of Dreams
HUMS,S212E,"['YCHU', 'YCWR']",Brains of Genius: Mozart and Friends
HUMS,S214,['YCHU'],Belle Époque France
HUMS,S250,['YCHU'],Rome
HUMS,S267,['YCHU'],Age of Cathedrals
ITAL,S999E,[],Italian for Reading
ITAL,S110,['YCL1'],Elementary Italian I
ITAL,S120,['YCL2'],Elementary Italian II
ITAL,S130,['YCL3'],Intermediate Italian I
ITAL,S140,['YCL4'],Intermediate Italian II
ITAL,S235,['YCHU'],"Tuscany between Past and Present: A Literary, Historical, Cultural, and Geographical Journey"
ITAL,S154,['YCHU'],"Art, Literature, Film: Tuscan Identities from the Etruscans through Today"
SWAH,S130,['YCL3'],Intermediate Kiswahili I
SWAH,S140,['YCL4'],Intermediate Kiswahili II
SWAH,S155,['YCL5'],Advanced Kiswahili
KREN,S110,['YCL1'],Elementary Korean I
LAST,S240,"['YCHU', 'YCL5']",Advanced Spanish Language and Andean Culture
LATN,S110,['YCL1'],Beginning Latin: The Elements of Grammar
LATN,S120,['YCL2'],Beginning Latin: Review of Grammar and Selected Readings
LING,S110,['YCSO'],Introduction to Linguistics
MATH,S118,['YCQR'],Introduction to Functions of Several Variables
MATH,S120,['YCQR'],Calculus of Functions of Several Variables
MATH,S112E,['YCQR'],Calculus of Functions of One Variable I
MATH,S115E,['YCQR'],Calculus of Functions of One Variable 2
MENG,S361,"['YCQR', 'YCSC']",Mechanical Engineering II: Fluid Mechanics
MENG,S383,"['YCQR', 'YCSC']",Mechanical Engineering III: Dynamics
MGRK,S300,['YCHU'],The Olympic Games: Ancient to Modern
MMES,S346,['YCHU'],The Making of the Modern Middle East
MMES,S136,['YCHU'],Introduction to Islam
MMES,S285,['YCSO'],Society and Politics of North Africa
MCDB,S121,['YCSC'],"Laboratory for Principles of Molecular, Cell, and Developmental Biology"
MCDB,S205,['YCSC'],Cell Biology
MCDB,S320,['YCSC'],Neurobiology
